datetime,trafo_p_hv_mw,trafo_q_hv_mvar,trafo_p_lv_mw,trafo_q_lv_mvar,trafo_pl_mw,trafo_ql_mvar,trafo_i_hv_ka,trafo_i_lv_ka,trafo_vm_hv_pu,trafo_va_hv_degree,trafo_vm_lv_pu,trafo_va_lv_degree,trafo_loading_percent,load_p_LV1.101 Bus 10,load_p_LV1.101 Bus 8,load_p_LV1.101 Bus 14,load_p_LV1.101 Bus 13,load_p_LV1.101 Bus 9,load_p_LV1.101 Bus 6,load_p_LV1.101 Bus 3,load_p_LV1.101 Bus 1,load_p_LV1.101 Bus 7,load_p_LV1.101 Bus 12,load_p_LV1.101 Bus 11,load_p_LV1.101 Bus 2,load_p_LV1.101 Bus 5,load_q_LV1.101 Bus 10,load_q_LV1.101 Bus 8,load_q_LV1.101 Bus 14,load_q_LV1.101 Bus 13,load_q_LV1.101 Bus 9,load_q_LV1.101 Bus 6,load_q_LV1.101 Bus 3,load_q_LV1.101 Bus 1,load_q_LV1.101 Bus 7,load_q_LV1.101 Bus 12,load_q_LV1.101 Bus 11,load_q_LV1.101 Bus 2,load_q_LV1.101 Bus 5,sgen_p_LV1.101 Bus 7,sgen_p_LV1.101 Bus 11,sgen_p_LV1.101 Bus 8,sgen_p_LV1.101 Bus 13,interval_index,hour_of_day,day_of_week,month_of_year,sin_hour_of_day,sin_day_of_week,sin_month_of_year,is_weekend_1
2016-09-13 00:00:00,-0.14425546514785156,0.03664317505712581,0.14668333694587551,-0.03171905518911406,0.0024278717980239,0.004924119868011696,0.00419177423733292,0.21025148571844177,1.025,0.0,1.0302589038681076,2.005994963813184,91.04156390779586,0.0011488072499999957,0.00010486350000000001,0.0008306949999999959,3.968233333333333e-05,0.0007658714999999916,0.0004984169999999959,0.0013291119999999958,0.0026805502499999963,0.0005744036249999959,0.0019936679999999958,6.296783333333334e-05,0.0006645559999999958,0.0026805502499999963,0.0006716722914999667,1.7862098916666666e-05,0.0005557560926666208,-5.832504166666667e-07,0.0004478759564999708,0.0003335661568332916,0.0008893222494999417,0.0015674242044999582,0.0003359777889999917,0.0013339833742499541,5.7317791666666665e-06,0.0004446611247499417,0.0015674242044999582,0.0,0.0,0.0,0.0,31.0,2.5,1.0,8.0,0.5496461760604292,0.7818314824680298,-0.8660254037844385,0.0
2016-09-13 06:00:00,-0.13153888557190818,0.035847009828854866,0.1336552091320045,-0.03171089127116113,0.00211632356009625,0.00413611855769368,0.0038397682970906003,0.1926476953851317,1.025,0.0,1.029202249330812,1.8433734780948443,83.41889909202513,0.002327947749999983,0.00042192237499998753,0.0014998874999999918,0.00034360399999999584,0.0015519651666666583,0.0008999324999999832,0.0023998199999999918,0.005431878083333325,0.0011639738749999833,0.0035997299999999833,0.00015098308333333333,0.0011999099999999918,0.005431878083333325,0.0009753988733749583,5.1115759916662495e-05,0.0007555019463333167,5.447402208333333e-05,0.0006504030446249667,0.0004534541034166583,0.0012089560497499834,0.002276204962624946,0.00048790513024999163,0.0018134340746249749,5.088386708333333e-05,0.0006044780248749833,0.002276204962624946,0.0047883440349999916,0.008315738108407125,0.0017940638873749873,0.002753297820124992,31.0,8.5,1.0,8.0,0.7163128427270959,0.7818314824680298,-0.8660254037844385,0.0
2016-09-13 12:00:00,-0.13455855612287115,0.036035841460297195,0.13674893858427956,-0.03171240493649664,0.0021903824614083332,0.004323436523800504,0.003923367171251996,0.19682845998411233,1.025,0.0,1.029453235162298,1.8819871973474651,85.22922326700505,0.0019597367499999915,0.00036949087499999167,0.00144438375,0.00012651724999999999,0.0013064911666666541,0.0008666302499999917,0.002311013999999996,0.004572719083333325,0.0009798683749999916,0.0034665209999999915,0.00019417141666665832,0.0011555069999999957,0.004572719083333325,0.0009045678169582834,5.985677758333333e-05,0.0007793192506666459,3.3944292083333335e-05,0.0006031723823749791,0.00046774930733332496,0.0012470685579999833,0.002110912581708304,0.0004524746650833166,0.0018706028369999874,2.0821305833329167e-05,0.0006235342789999833,0.002110912581708304,0.005209112343333333,0.014170359558017251,0.0026747319128333125,0.002995239597416658,31.0,14.5,1.0,8.0,-0.5496461760604291,0.7818314824680298,-0.8660254037844385,0.0
2016-09-13 18:00:00,-0.13075022745631665,0.03580796456628676,0.13285123151766245,-0.03171057629090936,0.0021010040613457293,0.004097388275377354,0.0038182049877542707,0.1915691807396058,1.025,0.0,1.0291355559504116,1.8332972191946235,82.95188855133561,0.0023060352499999956,0.0003860181249999958,0.0016752170833333167,0.000135387333333325,0.0015373568333333293,0.0010051302499999918,0.0026803473333333254,0.0053807489166666665,0.0011530176249999959,0.004020520999999991,0.00022752833333332083,0.0013401736666666584,0.0053807489166666665,0.0009990973147499542,7.22081275e-05,0.0008446389769999749,3.5110792916666666e-05,0.0006662053372499624,0.0005069543657499958,0.001351593342749975,0.0023315079892499793,0.0004997593484999875,0.0020273900141249833,2.327784375e-05,0.0006757966713749749,0.0023315079892499793,0.0,0.0,0.0,0.0,31.0,20.5,1.0,8.0,-0.716312842727096,0.7818314824680298,-0.8660254037844385,0.0
2016-09-14 00:00:00,-0.14361436757783655,0.03660093060387086,0.14602579486031836,-0.031718407243854725,0.002411427282481779,0.004882523360016075,0.0041739830784451835,0.20936177246766322,1.025,0.0,1.0302058926008326,1.9977936432663121,90.65630676916692,0.0011854037499999916,0.00011208224999999999,0.0008930383333333084,4.049958333333334e-05,0.0007902691666666584,0.000535823,0.0014288613333333252,0.0027659420833333333,0.0005927018749999917,0.002143292,6.507466666666666e-05,0.0007144306666666583,0.0027659420833333333,0.0007038959597499583,1.8052056583333335e-05,0.0006207338886666375,-2.0997541666666668e-06,0.0004693629322499708,0.0003725659878333083,0.0009932998764999666,0.00164262182424995,0.0003520964184999792,0.0014899498147499708,1.1112567916666668e-05,0.0004966499382499667,0.00164262182424995,0.0001905098599999875,0.0,0.000137165936833325,0.0001095431694999875,31.0,2.5,2.0,8.0,0.5496461760604292,0.9749279121818236,-0.8660254037844385,0.0
2016-09-14 06:00:00,-0.13116916692849173,0.035823981785200715,0.13327639347119,-0.031710872493327526,0.0021072265426982334,0.004113109291873141,0.003829529796475396,0.1921356721090586,1.025,0.0,1.0291714902204856,1.8386466148277496,83.19718650982101,0.002371385999999992,0.00047644362499998753,0.0015409533333333291,0.00019409424999999585,0.001580924,0.0009245719999999999,0.0024655253333333333,0.005533233999999995,0.0011856929999999918,0.0036982879999999997,6.519183333333333e-05,0.0012327626666666666,0.005533233999999995,0.0009436317214166291,5.07357951666625e-05,0.0008585870669999625,1.3297740833333332e-05,0.0006292204772499458,0.0005153260432499958,0.0013739131102499874,0.0022020726759166376,0.0004720148551666541,0.0020608696653749833,1.8716416666666668e-06,0.0006869565551249875,0.0022020726759166376,0.00797766079833333,0.010125075863449124,0.003617671140749979,0.004587154959041637,31.0,8.5,2.0,8.0,0.7163128427270959,0.9749279121818236,-0.8660254037844385,0.0
2016-09-14 12:00:00,-0.13201736190410437,0.035882456775855186,0.13414772492682567,-0.03171081813397509,0.0021303630227212374,0.004171638641880038,0.003853170654434229,0.1933178641253631,1.025,0.0,1.0292414451786793,1.8494948891168799,83.7090906689564,0.0021566665,0.00032522799999998335,0.0016187847916666667,0.00041713349999999587,0.0014377776666666625,0.0009712708749999958,0.0025900556666666667,0.005032221833333321,0.00107833325,0.003885083499999996,9.129216666666667e-05,0.0012950278333333334,0.005032221833333321,0.0009004453394999417,3.8574353500000004e-05,0.0007447048353333083,3.0561479166666666e-05,0.000600423484499975,0.00044697365116665,0.0011916784864999584,0.002101292308499954,0.00045041255699997503,0.0017875177297499792,2.105514583333333e-06,0.0005958392432499584,0.002101292308499954,0.0014885739216666581,0.003656335336927875,0.0003817300339166541,0.0008559300049583167,31.0,14.5,2.0,8.0,-0.5496461760604291,0.9749279121818236,-0.8660254037844385,0.0
2016-09-14 18:00:00,-0.1287439514027135,0.035688714995033934,0.13079785931251517,-0.03171043812555476,0.0020539079098016336,0.0039782768694791,0.0037628118417906207,0.18879890488690154,1.025,0.0,1.0289680149457778,1.8076511672440587,81.75232391936939,0.0026376142499999877,0.0003354861249999917,0.0016421399999999916,0.000183590083333325,0.0017584094999999918,0.0009852839999999917,0.0026274239999999876,0.006154433249999996,0.0013188071249999875,0.003941135999999992,0.00022951774999999165,0.0013137119999999875,0.006154433249999996,0.0010589304876666165,4.313486941666666e-05,0.0008385073666666333,1.8896767083333336e-05,0.0007061025309999584,0.000503274158333325,0.001341781524999975,0.0024711355496666292,0.0005296885526666458,0.0020126722874999835,2.93605804166625e-05,0.000670890762499975,0.0024711355496666292,0.0,0.0,0.0,0.0,31.0,20.5,2.0,8.0,-0.716312842727096,0.9749279121818236,-0.8660254037844385,0.0
2016-09-15 00:00:00,-0.14298018961835424,0.03656008269989359,0.14537566352411133,-0.03171791216920563,0.002395473905757025,0.004842170530687895,0.004156402700767804,0.20848259152981483,1.025,0.0,1.030153333126356,1.9896823201886882,90.27561025581703,0.0012415614999999917,0.000107712375,0.0009345199999999876,4.00325e-05,0.0008277076666666625,0.0005607119999999959,0.0014952319999999876,0.002896976833333329,0.0006207807499999917,0.0022428479999999956,7.209700000000001e-05,0.0007476159999999875,0.002896976833333329,0.0007046148667082791,2.2422565416666666e-05,0.0006159460406666542,-8.165308333333335e-07,0.00046984230462495416,0.00036969230983331663,0.000985638350499975,0.0016442994759582749,0.0003524560235833125,0.001478457525749979,5.731713333333333e-06,0.000492819175249975,0.0016442994759582749,0.00018870663000000002,0.0,7.680267716666667e-05,0.00010850631225000001,31.0,2.5,3.0,8.0,0.5496461760604292,0.43388373911755823,-0.8660254037844385,0.0
2016-09-15 06:00:00,-0.132198172772996,0.035886024535276013,0.13432997887001394,-0.03171074894228759,0.0021318060970178707,0.004175275592988375,0.0038579709528399754,0.19355803100494373,1.025,0.0,1.0292573459690324,1.8518000629925562,83.81308597838866,0.0021639474999999874,0.0003510636249999917,0.0016178324999999835,0.00010200749999999583,0.0014426316666666583,0.0009706994999999875,0.002588531999999996,0.005049210833333329,0.0010819737499999874,0.0038827979999999877,0.00015484558333332918,0.001294265999999996,0.005049210833333329,0.0009416144943749624,3.7054296833329165e-05,0.0008104890039999542,1.3997154166666667e-06,0.0006278753756249833,0.00048645746899996255,0.0012969464729999667,0.002197365245624983,0.0004710058162499917,0.0019454197094999706,1.988594583333333e-06,0.0006484732364999666,0.002197365245624983,0.003738360258333325,0.005357753042936625,0.002084430664583308,0.002149557148541654,31.0,8.5,3.0,8.0,0.7163128427270959,0.43388373911755823,-0.8660254037844385,0.0
